Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,3,,,,1,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,TOPIC09,29,RACE05,CAT4,_BMI5CAT,RESP040,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Overall,Overall,"1,963",30.33,28.76,31.9,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,BO1,CAT1,_BMI5CAT,RESP041,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),35-44,Age Group,257,34.34,29.83,38.85,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,AGE03,CAT3,_BMI5CAT,RESP039,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),Male,Gender,29,0.87,0.5,1.24,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,SEX1,CAT2,_BMI5CAT,RESP042,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,22,31.06,17.91,44.21,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,RACE03,CAT4,_BMI5CAT,RESP041,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"Less than $15,000",Household Income,22,3.99,1.68,6.3,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,INCOME1,CAT6,_BMI5CAT,RESP042,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),H.S. or G.E.D.,Education Attained,750,33.76,31,36.52,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,EDUCA2,CAT5,_BMI5CAT,RESP040,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Overall,Overall,"2,336",34.77,33.16,36.38,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,BO1,CAT1,_BMI5CAT,RESP039,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"Native Hawaiian or other Pacific Islander, non-Hispanic",Race/Ethnicity,0,,,,1,%,Crude Prevalence,**,No responses for this data cell,BRFSS,CLASS14,TOPIC09,29,RACE05,CAT4,_BMI5CAT,RESP042,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"$35,000-$49,999",Household Income,216,26.83,22.64,31.02,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,INCOME4,CAT6,_BMI5CAT,RESP041,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),25-34,Age Group,239,33.63,29.24,38.02,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,AGE02,CAT3,_BMI5CAT,RESP040,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),Female,Gender,"1,252",34.61,32.38,36.84,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,SEX2,CAT2,_BMI5CAT,RESP039,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"$15,000-$24,999",Household Income,289,29.33,25.25,33.41,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,INCOME2,CAT6,_BMI5CAT,RESP040,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),65+,Age Group,808,29.06,26.75,31.37,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,AGE09,CAT3,_BMI5CAT,RESP041,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),Male,Gender,750,25.68,23.54,27.82,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,SEX1,CAT2,_BMI5CAT,RESP041,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"$50,000+",Household Income,24,0.66,0.31,1.01,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,INCOME5,CAT6,_BMI5CAT,RESP042,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),45-54,Age Group,11,,,,1,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS14,TOPIC09,29,AGE04,CAT3,_BMI5CAT,RESP042,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),"White, non-Hispanic",Race/Ethnicity,104,1.64,1.19,2.09,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,RACE01,CAT4,_BMI5CAT,RESP042,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),College graduate,Education Attained,679,33.19,30.49,35.89,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,EDUCA4,CAT5,_BMI5CAT,RESP041,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),45-54,Age Group,368,46.6,42.19,51.01,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,AGE04,CAT3,_BMI5CAT,RESP039,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),Some post-H.S.,Education Attained,608,32.39,29.41,35.37,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,EDUCA3,CAT5,_BMI5CAT,RESP040,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"Black, non-Hispanic",Race/Ethnicity,265,39.89,34.54,45.24,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,RACE02,CAT4,_BMI5CAT,RESP039,"(38.635790776000476, -92.56630005299968)"
2019,MO,Missouri,Overweight and Obesity (BMI),BMI Categories,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),55-64,Age Group,436,34.47,31.1,37.84,1,%,Crude Prevalence,,,BRFSS,CLASS14,TOPIC09,29,AGE05,CAT3,_BMI5CAT,RESP040,"(38.635790776000476, -92.56630005299968)"
